id,teks,label,tokoh
4384,5145,netral,Anies Baswedan
4385,5148,netral,Anies Baswedan
4386,5149,netral,Anies Baswedan
4387,5150,netral,Anies Baswedan
4388,5151,netral,Anies Baswedan
4389,5154,netral,Anies Baswedan
4390,5155,netral,Anies Baswedan
4391,5156,netral,Anies Baswedan
4392,5158,netral,Anies Baswedan
4393,5159,netral,Anies Baswedan
4394,5160,netral,Anies Baswedan
4395,5162,netral,Anies Baswedan
4396,5163,netral,Anies Baswedan
4397,5164,netral,Anies Baswedan
4398,5165,netral,Anies Baswedan
4399,5166,netral,Anies Baswedan
4400,5167,netral,Anies Baswedan
4401,5168,netral,Anies Baswedan
4402,5169,netral,Anies Baswedan
4403,5170,netral,Anies Baswedan
4404,5172,netral,Anies Baswedan
4405,5173,netral,Anies Baswedan
4406,5174,netral,Anies Baswedan
4407,5175,netral,Anies Baswedan
4408,5176,netral,Anies Baswedan
4409,5177,netral,Anies Baswedan
4410,5178,netral,Anies Baswedan
4411,5179,netral,Anies Baswedan
4412,5181,netral,Anies Baswedan
4413,5182,netral,Anies Baswedan
4414,5183,netral,Anies Baswedan
4415,5184,netral,Anies Baswedan
4416,5185,netral,Anies Baswedan
4417,5186,netral,Anies Baswedan
4418,5187,netral,Anies Baswedan
4419,5188,netral,Anies Baswedan
4420,5189,netral,Anies Baswedan
4421,5190,netral,Anies Baswedan
4422,5191,netral,Anies Baswedan
4423,5192,netral,Anies Baswedan
4424,5193,netral,Anies Baswedan
4425,5194,netral,Anies Baswedan
4426,5195,netral,Anies Baswedan
4427,5196,netral,Anies Baswedan
4428,5197,netral,Anies Baswedan
4429,5198,netral,Anies Baswedan
4430,5199,netral,Anies Baswedan
4431,5200,netral,Anies Baswedan
4432,5201,netral,Anies Baswedan
4433,5202,netral,Anies Baswedan
4434,5203,netral,Anies Baswedan
4435,5204,netral,Anies Baswedan
4436,5205,netral,Anies Baswedan
4437,5206,netral,Anies Baswedan
4438,5207,netral,Anies Baswedan
4439,5208,netral,Anies Baswedan
4440,5209,netral,Anies Baswedan
4441,5210,netral,Anies Baswedan
4442,5211,netral,Anies Baswedan
4443,5212,netral,Anies Baswedan
4444,5213,netral,Anies Baswedan
4445,5216,netral,Anies Baswedan
4446,5217,netral,Anies Baswedan
4447,5218,netral,Anies Baswedan
4448,5219,netral,Anies Baswedan
4449,5220,netral,Anies Baswedan
4450,5221,netral,Anies Baswedan
4451,5222,netral,Anies Baswedan
4452,5223,netral,Anies Baswedan
4453,5224,netral,Anies Baswedan
4454,5225,netral,Anies Baswedan
4455,5226,netral,Anies Baswedan
4456,5227,netral,Anies Baswedan
4457,5228,netral,Anies Baswedan
4458,5229,netral,Anies Baswedan
4459,5230,netral,Anies Baswedan
4460,5232,netral,Anies Baswedan
4461,5233,netral,Anies Baswedan
4462,5234,netral,Anies Baswedan
4463,5235,netral,Anies Baswedan
4464,5237,netral,Anies Baswedan
4465,5238,netral,Anies Baswedan
4466,5239,netral,Anies Baswedan
4467,5240,netral,Anies Baswedan
4468,5241,netral,Anies Baswedan
4469,5242,netral,Anies Baswedan
4470,5243,netral,Anies Baswedan
4471,5244,netral,Anies Baswedan
4472,5245,netral,Anies Baswedan
4473,5246,netral,Anies Baswedan
4474,5247,netral,Anies Baswedan
4475,5248,netral,Anies Baswedan
4476,5249,netral,Anies Baswedan
4477,5250,netral,Anies Baswedan
4478,5251,netral,Anies Baswedan
4479,5252,netral,Anies Baswedan
4480,5253,netral,Anies Baswedan
4481,5254,netral,Anies Baswedan
4482,5255,netral,Anies Baswedan
4483,5256,netral,Anies Baswedan
4484,5257,netral,Anies Baswedan
4485,5258,netral,Anies Baswedan
4486,5259,netral,Anies Baswedan
4487,5260,netral,Anies Baswedan
4488,5261,netral,Anies Baswedan
4489,5262,netral,Anies Baswedan
4490,5264,netral,Anies Baswedan
4491,5265,netral,Anies Baswedan
4492,5266,netral,Anies Baswedan
4493,5267,netral,Anies Baswedan
4494,5269,netral,Anies Baswedan
4495,5270,netral,Anies Baswedan
4496,5272,netral,Anies Baswedan
4497,5273,netral,Anies Baswedan
4498,5274,netral,Anies Baswedan
4499,5275,netral,Anies Baswedan
4500,5276,netral,Anies Baswedan
4501,5277,netral,Anies Baswedan
4502,5279,netral,Anies Baswedan
4503,5281,netral,Anies Baswedan
4504,5282,netral,Anies Baswedan
4505,5283,netral,Anies Baswedan
4506,5284,netral,Anies Baswedan
4507,5286,netral,Anies Baswedan
4508,5287,netral,Anies Baswedan
4509,5289,netral,Anies Baswedan
4510,5290,netral,Anies Baswedan
4511,5291,netral,Anies Baswedan
4512,5292,netral,Anies Baswedan
4513,5293,netral,Anies Baswedan
4514,5294,netral,Anies Baswedan
4515,5295,netral,Anies Baswedan
4516,5297,netral,Anies Baswedan
4517,5299,netral,Anies Baswedan
4518,5300,netral,Anies Baswedan
4519,5301,netral,Anies Baswedan
4520,5302,netral,Anies Baswedan
4521,5303,netral,Anies Baswedan
4522,5305,netral,Anies Baswedan
4523,5306,netral,Anies Baswedan
4524,5307,netral,Anies Baswedan
4525,5308,netral,Anies Baswedan
4526,5309,netral,Anies Baswedan
4527,5310,netral,Anies Baswedan
4528,5311,netral,Anies Baswedan
4529,5312,netral,Anies Baswedan
4530,5313,netral,Anies Baswedan
4531,5314,netral,Anies Baswedan
4532,5315,netral,Anies Baswedan
4533,5316,netral,Anies Baswedan
4534,5317,netral,Anies Baswedan
4535,5318,netral,Anies Baswedan
4536,5319,netral,Anies Baswedan
4537,5320,netral,Anies Baswedan
4538,5323,netral,Anies Baswedan
4539,5324,netral,Anies Baswedan
4540,5325,netral,Anies Baswedan
4541,5326,netral,Anies Baswedan
4542,5327,netral,Anies Baswedan
4543,5328,netral,Anies Baswedan
4544,5330,netral,Anies Baswedan
4545,5332,netral,Anies Baswedan
4546,5333,netral,Anies Baswedan
4547,5334,netral,Anies Baswedan
4548,5335,netral,Anies Baswedan
4549,5336,netral,Anies Baswedan
4550,5337,netral,Anies Baswedan
4551,5338,netral,Anies Baswedan
4552,5339,netral,Anies Baswedan
4553,5340,netral,Anies Baswedan
4554,5341,netral,Anies Baswedan
4555,5342,netral,Anies Baswedan
4556,5343,netral,Anies Baswedan
4557,5344,netral,Anies Baswedan
4558,5345,netral,Anies Baswedan
4559,5346,netral,Anies Baswedan
4560,5347,netral,Anies Baswedan
4561,5348,netral,Anies Baswedan
4562,5349,netral,Anies Baswedan
4563,5350,netral,Anies Baswedan
4564,5351,netral,Anies Baswedan
4565,5352,netral,Anies Baswedan
4566,5353,netral,Anies Baswedan
4567,5354,netral,Anies Baswedan
4568,5355,netral,Anies Baswedan
4569,5356,netral,Anies Baswedan
4570,5358,netral,Anies Baswedan
4571,5359,netral,Anies Baswedan
4572,5360,netral,Anies Baswedan
4573,5361,netral,Anies Baswedan
4574,5362,netral,Anies Baswedan
4575,5364,netral,Anies Baswedan
4576,5365,netral,Anies Baswedan
4577,5366,netral,Anies Baswedan
4578,5367,netral,Anies Baswedan
4579,5368,netral,Anies Baswedan
4580,5369,netral,Anies Baswedan
4581,5371,netral,Anies Baswedan
4582,5373,netral,Anies Baswedan
4583,5375,netral,Anies Baswedan
4584,5376,netral,Anies Baswedan
4585,5377,netral,Anies Baswedan
4586,5378,netral,Anies Baswedan
4587,5379,netral,Anies Baswedan
4588,5380,netral,Anies Baswedan
4589,5381,netral,Anies Baswedan
4590,5382,netral,Anies Baswedan
4591,5383,netral,Anies Baswedan
4592,5384,netral,Anies Baswedan
4593,5385,netral,Anies Baswedan
4594,5386,netral,Anies Baswedan
4595,5387,netral,Anies Baswedan
4596,5390,netral,Anies Baswedan
4597,5391,netral,Anies Baswedan
4598,5392,netral,Anies Baswedan
4599,5393,netral,Anies Baswedan
4600,5394,netral,Anies Baswedan
4601,5395,netral,Anies Baswedan
4602,5396,netral,Anies Baswedan
4603,5397,netral,Anies Baswedan
4604,5398,netral,Anies Baswedan
4605,5399,netral,Anies Baswedan
4606,5400,netral,Anies Baswedan
4607,5401,netral,Anies Baswedan
4608,5402,netral,Anies Baswedan
4609,5404,netral,Anies Baswedan
4610,5405,netral,Anies Baswedan
4611,5406,netral,Anies Baswedan
4612,5407,netral,Anies Baswedan
4613,5408,netral,Anies Baswedan
4614,5409,netral,Anies Baswedan
4615,5412,netral,Anies Baswedan
4616,5413,netral,Anies Baswedan
4617,5414,netral,Anies Baswedan
4618,5415,netral,Anies Baswedan
4619,5416,netral,Anies Baswedan
4620,5417,netral,Anies Baswedan
4621,5418,netral,Anies Baswedan
4622,5419,netral,Anies Baswedan
4623,5420,netral,Anies Baswedan
4624,5423,netral,Anies Baswedan
4625,5424,netral,Anies Baswedan
4626,5425,netral,Anies Baswedan
4627,5426,netral,Anies Baswedan
4628,5427,netral,Anies Baswedan
4629,5428,netral,Anies Baswedan
4630,5429,netral,Anies Baswedan
4631,5430,netral,Anies Baswedan
4632,5431,netral,Anies Baswedan
4633,5432,netral,Anies Baswedan
4634,5433,netral,Anies Baswedan
4635,5436,netral,Anies Baswedan
4636,5437,netral,Anies Baswedan
4637,5440,netral,Anies Baswedan
4638,5441,netral,Anies Baswedan
4639,5442,netral,Anies Baswedan
4640,5443,netral,Anies Baswedan
4641,5444,netral,Anies Baswedan
4642,5445,netral,Anies Baswedan
4643,5448,netral,Anies Baswedan
4644,5449,netral,Anies Baswedan
4645,5450,netral,Anies Baswedan
4646,5451,netral,Anies Baswedan
4647,5452,netral,Anies Baswedan
4648,5453,netral,Anies Baswedan
4649,5454,netral,Anies Baswedan
4650,5455,netral,Anies Baswedan
4651,5456,netral,Anies Baswedan
4652,5457,netral,Anies Baswedan
4653,5458,netral,Anies Baswedan
4654,5459,netral,Anies Baswedan
4655,5460,netral,Anies Baswedan
4656,5461,netral,Anies Baswedan
4657,5462,netral,Anies Baswedan
4658,5468,netral,Anies Baswedan
4659,5471,netral,Anies Baswedan
4660,5473,netral,Anies Baswedan
4661,5474,netral,Anies Baswedan
4662,5475,netral,Anies Baswedan
4663,5476,netral,Anies Baswedan
4664,5477,netral,Anies Baswedan
4665,5478,netral,Anies Baswedan
4666,5479,netral,Anies Baswedan
4667,5480,netral,Anies Baswedan
4668,5481,netral,Anies Baswedan
4669,5482,netral,Anies Baswedan
4670,5483,netral,Anies Baswedan
4671,5484,netral,Anies Baswedan
4672,5485,netral,Anies Baswedan
4673,5486,netral,Anies Baswedan
4674,5487,netral,Anies Baswedan
4675,5488,netral,Anies Baswedan
4676,5489,netral,Anies Baswedan
4677,5490,netral,Anies Baswedan
4678,5491,netral,Anies Baswedan
4679,5492,netral,Anies Baswedan
4680,5493,netral,Anies Baswedan
4681,5494,netral,Anies Baswedan
4682,5496,netral,Anies Baswedan
4683,5497,netral,Anies Baswedan
4684,5498,netral,Anies Baswedan
4685,5499,netral,Anies Baswedan
4686,5500,netral,Anies Baswedan
4687,5501,netral,Anies Baswedan
4688,5503,netral,Anies Baswedan
4689,5504,netral,Anies Baswedan
4690,5505,netral,Anies Baswedan
4691,5506,netral,Anies Baswedan
4692,5507,netral,Anies Baswedan
4693,5508,netral,Anies Baswedan
4694,5509,netral,Anies Baswedan
4695,5510,netral,Anies Baswedan
4696,5511,netral,Anies Baswedan
4697,5512,netral,Anies Baswedan
4698,5513,netral,Anies Baswedan
4699,5514,netral,Anies Baswedan
4700,5515,netral,Anies Baswedan
4701,5516,netral,Anies Baswedan
4702,5517,netral,Anies Baswedan
4703,5518,netral,Anies Baswedan
4704,5519,netral,Anies Baswedan
4705,5520,netral,Anies Baswedan
4706,5521,netral,Anies Baswedan
4707,5522,netral,Anies Baswedan
4708,5523,netral,Anies Baswedan
4709,5524,netral,Anies Baswedan
4710,5525,netral,Anies Baswedan
4711,5526,netral,Anies Baswedan
4712,5527,netral,Anies Baswedan
4713,5528,netral,Anies Baswedan
4714,5529,netral,Anies Baswedan
4715,5530,netral,Anies Baswedan
4716,5531,netral,Anies Baswedan
4717,5533,netral,Anies Baswedan
4718,5535,netral,Anies Baswedan
4719,5536,netral,Anies Baswedan
4720,5537,netral,Anies Baswedan
4721,5538,netral,Anies Baswedan
4722,5540,netral,Anies Baswedan
4723,5541,netral,Anies Baswedan
4724,5543,netral,Anies Baswedan
4725,5544,netral,Anies Baswedan
4726,5545,netral,Anies Baswedan
4727,5546,netral,Anies Baswedan
4728,5547,netral,Anies Baswedan
4729,5548,netral,Anies Baswedan
4730,5549,netral,Anies Baswedan
4731,5552,netral,Anies Baswedan
4732,5553,netral,Anies Baswedan
4733,5556,netral,Anies Baswedan
4734,5557,netral,Anies Baswedan
4735,5561,netral,Anies Baswedan
4736,5563,netral,Anies Baswedan
4737,5564,netral,Anies Baswedan
4738,5565,netral,Anies Baswedan
4739,5566,netral,Anies Baswedan
4740,5567,netral,Anies Baswedan
4741,5568,netral,Anies Baswedan
4742,5569,netral,Anies Baswedan
4743,5570,netral,Anies Baswedan
4744,5571,netral,Anies Baswedan
4745,5572,netral,Anies Baswedan
4746,5573,netral,Anies Baswedan
4747,5574,netral,Anies Baswedan
4748,5575,netral,Anies Baswedan
4749,5576,netral,Anies Baswedan
4750,5578,netral,Anies Baswedan
4751,5579,netral,Anies Baswedan
4752,5581,netral,Anies Baswedan
4753,5582,netral,Anies Baswedan
4754,5583,netral,Anies Baswedan
4755,5584,netral,Anies Baswedan
4756,5585,netral,Anies Baswedan
4757,5586,netral,Anies Baswedan
4758,5587,netral,Anies Baswedan
4759,5588,netral,Anies Baswedan
4760,5589,netral,Anies Baswedan
4761,5590,netral,Anies Baswedan
4762,5592,netral,Anies Baswedan
4763,5593,netral,Anies Baswedan
4764,5594,netral,Anies Baswedan
4765,5597,netral,Anies Baswedan
4766,5598,netral,Anies Baswedan
4767,5600,netral,Anies Baswedan
4768,5601,netral,Anies Baswedan
4769,5602,netral,Anies Baswedan
4770,5603,netral,Anies Baswedan
4771,5604,netral,Anies Baswedan
4772,5605,netral,Anies Baswedan
4773,5607,netral,Anies Baswedan
4774,5608,netral,Anies Baswedan
4775,5609,netral,Anies Baswedan
4776,5610,netral,Anies Baswedan
4777,5611,netral,Anies Baswedan
4778,5612,netral,Anies Baswedan
4779,5613,netral,Anies Baswedan
4780,5614,netral,Anies Baswedan
4781,5615,netral,Anies Baswedan
4782,5616,netral,Anies Baswedan
4783,5617,netral,Anies Baswedan
4784,5618,netral,Anies Baswedan
4785,5619,netral,Anies Baswedan
4786,5620,netral,Anies Baswedan
4787,5621,netral,Anies Baswedan
4788,5622,netral,Anies Baswedan
4789,5623,netral,Anies Baswedan
4790,5624,netral,Anies Baswedan
4791,5625,netral,Anies Baswedan
4792,5626,netral,Anies Baswedan
4793,5627,netral,Anies Baswedan
4794,5629,netral,Anies Baswedan
4795,5630,netral,Anies Baswedan
4796,5631,netral,Anies Baswedan
4797,5632,netral,Anies Baswedan
4798,5633,netral,Anies Baswedan
4799,5634,netral,Anies Baswedan
4800,5635,netral,Anies Baswedan
4801,5636,netral,Anies Baswedan
4802,5637,netral,Anies Baswedan
4803,5638,netral,Anies Baswedan
4804,5639,netral,Anies Baswedan
4805,5640,netral,Anies Baswedan
4806,5641,netral,Anies Baswedan
4807,5642,netral,Anies Baswedan
4808,5643,netral,Anies Baswedan
4809,5644,netral,Anies Baswedan
4810,5645,netral,Anies Baswedan
4811,5646,netral,Anies Baswedan
4812,5647,netral,Anies Baswedan
4813,5648,netral,Anies Baswedan
4814,5649,netral,Anies Baswedan
4815,5650,netral,Anies Baswedan
4816,5651,netral,Anies Baswedan
4817,5652,netral,Anies Baswedan
4818,5653,netral,Anies Baswedan
4819,5654,netral,Anies Baswedan
4820,5655,netral,Anies Baswedan
4821,5656,netral,Anies Baswedan
4822,5657,netral,Anies Baswedan
4823,5658,netral,Anies Baswedan
4824,5659,netral,Anies Baswedan
4825,5660,netral,Anies Baswedan
4826,5661,netral,Anies Baswedan
4827,5662,netral,Anies Baswedan
4828,5663,netral,Anies Baswedan
4829,5664,netral,Anies Baswedan
4830,5665,netral,Anies Baswedan
4831,5666,netral,Anies Baswedan
4832,5667,netral,Anies Baswedan
4833,5669,netral,Anies Baswedan
4834,5670,netral,Anies Baswedan
4835,5672,netral,Anies Baswedan
4836,5673,netral,Anies Baswedan
4837,5674,netral,Anies Baswedan
4838,5677,netral,Anies Baswedan
4839,5678,netral,Anies Baswedan
4840,5679,netral,Anies Baswedan
4841,5680,netral,Anies Baswedan
4842,5681,netral,Anies Baswedan
4843,5682,netral,Anies Baswedan
4844,5685,netral,Anies Baswedan
4845,5686,netral,Anies Baswedan
4846,5687,netral,Anies Baswedan
4847,5688,netral,Anies Baswedan
4848,5689,netral,Anies Baswedan
4849,5690,netral,Anies Baswedan
4850,5691,netral,Anies Baswedan
4851,5692,netral,Anies Baswedan
4852,5693,netral,Anies Baswedan
4853,5694,netral,Anies Baswedan
4854,5695,netral,Anies Baswedan
4855,5696,netral,Anies Baswedan
4856,5697,netral,Anies Baswedan
4857,5698,netral,Anies Baswedan
4858,5699,netral,Anies Baswedan
4859,5700,netral,Anies Baswedan
4860,5701,netral,Anies Baswedan
4861,5702,netral,Anies Baswedan
4862,5703,netral,Anies Baswedan
4863,5704,netral,Anies Baswedan
4864,5705,netral,Anies Baswedan
4865,5706,netral,Anies Baswedan
4866,5707,netral,Anies Baswedan
4867,5708,netral,Anies Baswedan
4868,5709,netral,Anies Baswedan
4869,5710,netral,Anies Baswedan
4870,5711,netral,Anies Baswedan
4871,5712,netral,Anies Baswedan
4872,5713,netral,Anies Baswedan
4873,5714,netral,Anies Baswedan
4874,5715,netral,Anies Baswedan
4875,5716,netral,Anies Baswedan
4876,5717,netral,Anies Baswedan
4877,5718,netral,Anies Baswedan
4878,5719,netral,Anies Baswedan
4879,5720,netral,Anies Baswedan
4880,5722,netral,Anies Baswedan
4881,5723,netral,Anies Baswedan
4882,5724,netral,Anies Baswedan
4883,5725,netral,Anies Baswedan
4884,5726,netral,Anies Baswedan
4885,5727,netral,Anies Baswedan
4886,5728,netral,Anies Baswedan
4887,5729,netral,Anies Baswedan
4888,5730,netral,Anies Baswedan
4889,5731,netral,Anies Baswedan
4890,5732,netral,Anies Baswedan
4891,5733,netral,Anies Baswedan
4892,5734,netral,Anies Baswedan
4893,5735,netral,Anies Baswedan
4894,5736,netral,Anies Baswedan
4895,5737,netral,Anies Baswedan
4896,5738,netral,Anies Baswedan
4897,5739,netral,Anies Baswedan
4898,5740,netral,Anies Baswedan
4899,5741,netral,Anies Baswedan
4900,5742,netral,Anies Baswedan
4901,5743,netral,Anies Baswedan
4902,5744,netral,Anies Baswedan
4903,5745,netral,Anies Baswedan
4904,5746,netral,Anies Baswedan
4905,5747,netral,Anies Baswedan
4906,5748,netral,Anies Baswedan
4907,5749,netral,Anies Baswedan
4908,5750,netral,Anies Baswedan
4909,5751,netral,Anies Baswedan
4910,5752,netral,Anies Baswedan
4911,5753,netral,Anies Baswedan
4912,5754,netral,Anies Baswedan
4913,5755,netral,Anies Baswedan
4914,5756,netral,Anies Baswedan
4915,5757,netral,Anies Baswedan
4916,5758,netral,Anies Baswedan
4917,5759,netral,Anies Baswedan
4918,5760,netral,Anies Baswedan
4919,5761,netral,Anies Baswedan
4920,5762,netral,Anies Baswedan
4921,5764,netral,Anies Baswedan
4922,5765,netral,Anies Baswedan
4923,5766,netral,Anies Baswedan
4924,5767,netral,Anies Baswedan
4925,5768,netral,Anies Baswedan
4926,5769,netral,Anies Baswedan
4927,5770,netral,Anies Baswedan
4928,5771,netral,Anies Baswedan
4929,5772,netral,Anies Baswedan
4930,5773,netral,Anies Baswedan
4931,5774,netral,Anies Baswedan
4932,5775,netral,Anies Baswedan
4933,5777,netral,Anies Baswedan
4934,5778,netral,Anies Baswedan
4935,5779,netral,Anies Baswedan
4936,5780,netral,Anies Baswedan
4937,5781,netral,Anies Baswedan
4938,5782,netral,Anies Baswedan
4939,5783,netral,Anies Baswedan
4940,5784,netral,Anies Baswedan
4941,5785,netral,Anies Baswedan
4942,5786,netral,Anies Baswedan
4943,5787,netral,Anies Baswedan
4944,5788,netral,Anies Baswedan
4945,5789,netral,Anies Baswedan
4946,5790,netral,Anies Baswedan
4947,5791,netral,Anies Baswedan
4948,5792,netral,Anies Baswedan
4949,5793,netral,Anies Baswedan
4950,5794,netral,Anies Baswedan
4951,5795,netral,Anies Baswedan
4952,5796,netral,Anies Baswedan
4953,5797,netral,Anies Baswedan
4954,5798,netral,Anies Baswedan
4955,5799,netral,Anies Baswedan
4956,5800,netral,Anies Baswedan
4957,5801,netral,Anies Baswedan
4958,5802,netral,Anies Baswedan
4959,5803,netral,Anies Baswedan
4960,5804,netral,Anies Baswedan
4961,5805,netral,Anies Baswedan
4962,5806,netral,Anies Baswedan
4963,5807,netral,Anies Baswedan
4964,5808,netral,Anies Baswedan
4965,5809,netral,Anies Baswedan
4966,5810,netral,Anies Baswedan
4967,5811,netral,Anies Baswedan
4968,5812,netral,Anies Baswedan
4969,5813,netral,Anies Baswedan
4970,5814,netral,Anies Baswedan
4971,5815,netral,Anies Baswedan
4972,5816,netral,Anies Baswedan
4973,5817,netral,Anies Baswedan
4974,5818,netral,Anies Baswedan
4975,5819,netral,Anies Baswedan
4976,5820,netral,Anies Baswedan
4977,5821,netral,Anies Baswedan
4978,5822,netral,Anies Baswedan
4979,5823,netral,Anies Baswedan
4980,5824,netral,Anies Baswedan
4981,5826,netral,Anies Baswedan
4982,5827,netral,Anies Baswedan
4983,5829,netral,Anies Baswedan
4984,5830,netral,Anies Baswedan
4985,5832,netral,Anies Baswedan
4986,5833,netral,Anies Baswedan
4987,5834,netral,Anies Baswedan
4988,5835,netral,Anies Baswedan
4989,5837,netral,Anies Baswedan
4990,5838,netral,Anies Baswedan
4991,5839,netral,Anies Baswedan
4992,5840,netral,Anies Baswedan
4993,5841,netral,Anies Baswedan
4994,5842,netral,Anies Baswedan
4995,5843,netral,Anies Baswedan
4996,5844,netral,Anies Baswedan
4997,5845,netral,Anies Baswedan
4998,5846,netral,Anies Baswedan
4999,5847,netral,Anies Baswedan
5000,5848,netral,Anies Baswedan
5001,5849,netral,Anies Baswedan
5002,5850,netral,Anies Baswedan
5003,5851,netral,Anies Baswedan
5004,5852,netral,Anies Baswedan
5005,5853,netral,Anies Baswedan
5006,5854,netral,Anies Baswedan
5007,5855,netral,Anies Baswedan
5008,5857,netral,Anies Baswedan
5009,5858,netral,Anies Baswedan
5010,5859,netral,Anies Baswedan
5011,5860,netral,Anies Baswedan
5012,5863,netral,Anies Baswedan
5013,5864,netral,Anies Baswedan
5014,5865,netral,Anies Baswedan
5015,5866,netral,Anies Baswedan
5016,5867,netral,Anies Baswedan
5017,5868,netral,Anies Baswedan
5018,5869,netral,Anies Baswedan
5019,5871,netral,Anies Baswedan
5020,5872,netral,Anies Baswedan
5021,5873,netral,Anies Baswedan
5022,5875,netral,Anies Baswedan
5023,5876,netral,Anies Baswedan
5024,5877,netral,Anies Baswedan
5025,5878,netral,Anies Baswedan
5026,5879,netral,Anies Baswedan
5027,5880,netral,Anies Baswedan
5028,5882,netral,Anies Baswedan
5029,5884,netral,Anies Baswedan
5030,5885,netral,Anies Baswedan
5031,5886,netral,Anies Baswedan
5032,5887,netral,Anies Baswedan
5033,5888,netral,Anies Baswedan
5034,5889,netral,Anies Baswedan
5035,5890,netral,Anies Baswedan
5036,5891,netral,Anies Baswedan
5037,5892,netral,Anies Baswedan
5038,5893,netral,Anies Baswedan
5039,5894,netral,Anies Baswedan
5040,5895,netral,Anies Baswedan
5041,5896,netral,Anies Baswedan
5042,5897,netral,Anies Baswedan
5043,5898,netral,Anies Baswedan
5044,5899,netral,Anies Baswedan
5045,5900,netral,Anies Baswedan
5046,5901,netral,Anies Baswedan
5047,5902,netral,Anies Baswedan
5048,5903,netral,Anies Baswedan
5049,5904,netral,Anies Baswedan
5050,5905,netral,Anies Baswedan
5051,5906,netral,Anies Baswedan
5052,5907,netral,Anies Baswedan
5053,5908,netral,Anies Baswedan
5054,5909,netral,Anies Baswedan
5055,5910,netral,Anies Baswedan
5056,5911,netral,Anies Baswedan
5057,5912,netral,Anies Baswedan
5058,5913,netral,Anies Baswedan
5059,5916,netral,Anies Baswedan
5060,5917,netral,Anies Baswedan
5061,5918,netral,Anies Baswedan
5062,5919,netral,Anies Baswedan
5063,5920,netral,Anies Baswedan
5064,5921,netral,Anies Baswedan
5065,5922,netral,Anies Baswedan
5066,5923,netral,Anies Baswedan
5067,5924,netral,Anies Baswedan
5068,5926,netral,Anies Baswedan
5069,5927,netral,Anies Baswedan
5070,5928,netral,Anies Baswedan
5071,5929,netral,Anies Baswedan
5072,5930,netral,Anies Baswedan
5073,5931,netral,Anies Baswedan
5074,5932,netral,Anies Baswedan
5075,5933,netral,Anies Baswedan
5076,5934,netral,Anies Baswedan
5077,5935,netral,Anies Baswedan
5078,5936,netral,Anies Baswedan
5079,5937,netral,Anies Baswedan
5080,5938,netral,Anies Baswedan
5081,5939,netral,Anies Baswedan
5082,5940,netral,Anies Baswedan
5083,5941,netral,Anies Baswedan
5084,5942,netral,Anies Baswedan
5085,5943,netral,Anies Baswedan
5086,5944,netral,Anies Baswedan
5087,5945,netral,Anies Baswedan
5088,5946,netral,Anies Baswedan
5089,5947,netral,Anies Baswedan
5090,5948,netral,Anies Baswedan
5091,5950,netral,Anies Baswedan
5092,5951,netral,Anies Baswedan
5093,5953,netral,Anies Baswedan
5094,5954,netral,Anies Baswedan
5095,5955,netral,Anies Baswedan
5096,5956,netral,Anies Baswedan
5097,5957,netral,Anies Baswedan
5098,5958,netral,Anies Baswedan
5099,5959,netral,Anies Baswedan
5100,5960,netral,Anies Baswedan
5101,5961,netral,Anies Baswedan
5102,5962,netral,Anies Baswedan
5103,5964,netral,Anies Baswedan
5104,5965,netral,Anies Baswedan
5105,5966,netral,Anies Baswedan
5106,5968,netral,Anies Baswedan
5107,5969,netral,Anies Baswedan
5108,5970,netral,Anies Baswedan
5109,5971,netral,Anies Baswedan
5110,5972,netral,Anies Baswedan
5111,5975,netral,Anies Baswedan
5112,5976,netral,Anies Baswedan
5113,5977,netral,Anies Baswedan
5114,5978,netral,Anies Baswedan
5115,5979,netral,Anies Baswedan
5116,5980,netral,Anies Baswedan
5117,5981,netral,Anies Baswedan
5118,5982,netral,Anies Baswedan
5119,5983,netral,Anies Baswedan
5120,5984,netral,Anies Baswedan
5121,5985,netral,Anies Baswedan
5122,5986,netral,Anies Baswedan
5123,5987,netral,Anies Baswedan
5124,5988,netral,Anies Baswedan
5125,5989,netral,Anies Baswedan
5126,5990,netral,Anies Baswedan
5127,5991,netral,Anies Baswedan
5128,5992,netral,Anies Baswedan
5129,5993,netral,Anies Baswedan
5130,5994,netral,Anies Baswedan
5131,5995,netral,Anies Baswedan
5132,5997,netral,Anies Baswedan
5133,5998,netral,Anies Baswedan
5134,5999,netral,Anies Baswedan
5135,6001,netral,Anies Baswedan
5136,6003,netral,Anies Baswedan
5137,6004,netral,Anies Baswedan
5138,6005,netral,Anies Baswedan
5139,6006,netral,Anies Baswedan
5140,6007,netral,Anies Baswedan
5141,6008,netral,Anies Baswedan
5142,6009,netral,Anies Baswedan
5143,6012,netral,Anies Baswedan
5144,6013,netral,Anies Baswedan
5145,6014,netral,Anies Baswedan
5146,6015,netral,Anies Baswedan
5147,6016,netral,Anies Baswedan
5148,6017,netral,Anies Baswedan
5149,6018,netral,Anies Baswedan
5150,6019,netral,Anies Baswedan
5151,6020,netral,Anies Baswedan
5152,6021,netral,Anies Baswedan
5153,6023,netral,Anies Baswedan
5154,6024,netral,Anies Baswedan
5155,6025,netral,Anies Baswedan
5156,6026,netral,Anies Baswedan
5157,6027,netral,Anies Baswedan
5158,6028,netral,Anies Baswedan
5159,6029,netral,Anies Baswedan
5160,6030,netral,Anies Baswedan
