text,label
chotimah mantaaaappp all efforts to thwart anies are carried out unstoppable all the fears of the oligarchs are worried that indonesia has a smart leader who cannot be bullied,positif
chotimah who is panicking is afraid that the regime is looking after feeding you jang nul nul is panicking about the people's response to anies baswedan is panicking about being afraid that the puppet won't be able to become president,negatif
"follow your way of thinking, which means that since the dki gubernatorial election, anies baswedan allied himself with an intolerant mass organization group, now he is running as an intolerant presidential candidate. the pu must reject anies as the presidential candidate because if anies is elected then indonesia will have an intolerant president.",negatif
"o allah, o rabbana, take care and protect anies baswedan from evil plans and evil plots by the chinese olygarky, infidels, peking communist tycoons, traitors to the nation in the presidential election via the kpu and bawaslu who have evil intentions, cheating, and let him be our president.",positif
"imagine if anies were the president of this type of organization and his followers, what would their lives be like? i hope his followers will be made aware that they will be given enough knowledge and guidance by allah swt that they are being lied to and fooled by the desi cswkwkwkwk",positif
steadfast anies president,positif
"ahy's attack with various accusations against moeldoko reflects the ambition of the cikeas oligarchy, which relies on anies baswedan to make ahy the vice presidential candidate in the coalition for change, so he accuses other people of being oligarchs.",negatif
"don't choose a puppet leader, anies is the best president of indonesia",positif
"anies, god willing, president of the republic of indonesia, amiinn yra, that's all, bro, so you don't forget",positif
"greetings are always healthy, anies, start eradicating all the buzzers and bullies who fight people against each other, sir, you don't need to keep a pekingese dog to bark at people who criticize you, because you do have the capacity to be a president, don't plan to be idle",positif
"save the democratic party which wants to be seized to stop the candidacy of anies baswedan in the presidential election, click youtube, watch and subscribe",positif
"anies is a presidential candidate for change who, god willing, will be elected president of the republic of indonesia this year, amen, let's just pray, it will continue to be echoed and promoted, it will be great to have a new team from the cebongs",positif
let's just see the final results of the presidential election. hopefully mr. anies will be elected as president of the republic of indonesia for a period,positif
"anies baseedan is a presidential candidate, you understand here",positif
"samosir hey to the unjust leader, please fight mr anies, if you are brave, don't play darkly in fear, whatever you plan, if allah wills, make a smart choice, you will be a president, dare to fight",negatif
"kadrun is the tadpole opposition, those who are in positions of power, those who steal people's money, those who have access to power, unless in the future, if anies baswedan becomes president, then you comment, your logic is reversed, boss",positif
"whether you want to go back or go forward, whether you want to be right or wrong, what is certain is that anies baswedan is the president",positif
"yarob, with your power, make bung anies baswedan our president, please, rob",positif
mashaalloh it's cool to see president mas anies isnhaalloh,positif
"milanisti samosir kun fayakun if allah swt wills that no creature can hinder him, may allah swt elevate the status of bang anies rasyid baswedan to be the president of the republic of indonesia next year so that justice and prosperity can be realized aamiin yra",positif
"didu, god willing, the people will stand behind and support a presidential candidate who has integrity, honesty, trust and a fighting spirit, god willing.",positif
"what do you want to say, all oligarchs understand that oligarchs are not foam-mouthed, i still vote for anies baswedan and president of the republic of indonesia",positif
the presidential chief of staff ksp moeldoko proposed the pk to the supreme court in an attempt to thwart anies baswedan's presidential candidacy in the bahar newcastle presidential election on monday,negatif
"it's true that if god had willed anies baswedan to become president of the republic of korea, korea in wakanda would not have been able to do anything.",positif
"in order to prevent anies from becoming president, many people are making a delay in the election, then he has to become a suspect in the kpk and now the democratic party is trying to stage a coup so that anies doesn't become a presidential candidate, so they have to be stopped by all means, starting from deploying rupiah buzzers.",negatif
"all for the sake of the presidential election, they are afraid that anies will be elected president",positif
"basically, anies baswedan has to be wrong and don't let anies baswedan become president. how do you prevent anies from becoming a presidential candidate? look for his mistakes down the ant hole.",negatif
"there is no war against prabowo, he is still walking in the place where pranowo's reward is, anies is back, i have to play latolato, i will be president, believe in me, your life will be happy",negatif
"one word boycott the pdip party in support of anies baswedan and the next president of the republic of indonesia for the sake of peace, justice, welfare of the indonesian people",positif
"when mr. anies becomes president, hopefully mr. anies' regime will cleanse this nation of bandits like those who imposed this formula and let them rot in prison.",positif
"sane, the ultimate goal is still to thwart the corruptors who are worried about anies president",positif
"if you become president, susi pudjiastuti, anies matta, budiman sudjatmiko, fahri hamza, ridwan kamil, prabowo subianto, ganjar pranowo, puan maharani, erick thohir, sandiaga uno, anies baswedan, ahy,",negatif
"it won't affect anies baswedan, god willing, our president will be there",positif
"support to become president papuan activist anies, indonesia's best son, papuan activist arman asso said that he will support anies baswedan to become president of indonesia in the future mp mania",positif
"if it is god's will to be thwarted, it won't work",positif
"nusa pak anies, god willing, our president will have many reasons for that, especially with the current conditions",positif
"chairman of the democratic party, agus harimurti yudhoyono or ahy, believes that there is a serious effort to thwart anies baswedan's candidacy as a presidential candidate in the presidential election.",negatif
"i hope there will be a presidential candidate from anies and ahy, from the struggle, later there will be puandan gangar and from the political parties that gathered yesterday, the point is that before there was a party, now there is a presidential candidate.",positif
"intelligent from an educational family, suitable to be president, anies is the best",positif
"apart from staying in touch, they also proposed and conveyed their support to ahy to be willing to be anies baswedan's partner in the upcoming presidential election.",positif
"the early era of independence which was fought for by various ethnicities minus china, this motherland has suffered since the first president to today's president, change will soon be realized in civil society, it is smart, god willing, bung anies as president with his guidance and blessings",positif
"it's just right for prabowo ganjar, president of the ri presidential survey, god willing, anies baswedan",positif
"indeed, abdurahman's grandson is a great hero. i hope anies is the best president of indonesia",positif
"the professional figure of anies completed his duties and obligations as governor of dki jakarta before running to become a presidential candidate for the election, you know, this was a debate on the gubernatorial election, when the question was asked about the presidential election, at that time i said no, i would be in jakarta.",negatif
"it doesn't matter because the president and vice president of the republic of indonesia, god willing, will be anies baswedan ahy",positif
"regarding jokowi's presidential election, president jokowi has more or less approved it, emphasizing that he will not interfere in the matters of forming a coalition between political parties. mp didu mania volunteers",negatif
"people are busy with the presidential election, they're still talking about it, hahaha, if the champion loses, blame it on identity politics, wake up, wow, you're already close to anies, the president is right in front of your eyes, bro.",negatif
"see thousands of comments on uploads regarding free homecoming, full of insults from netizens who fix anies, who will become president",positif
"the leader's footsteps, integrity is a currency that applies throughout the world and throughout the ages, if we want to form a civilization, integrity is an important part of building world civilization, agrees with anies baswedan, president of the republic of indonesia, retweet & like",positif
"jambi democrats are ready to go all out to win anies baswedan in the presidential election. all democratic party cadres throughout indonesia, including the democratic party in jambi province, remain solid in supporting anies baswedan as the republic of indonesia's presidential candidate in the presidential election.",positif
"a woman can hide her love for decades, but she can't hide her jealousy even for a second.",negatif
"god willing, we are ready to support anies baswedan and the president of the republic of indonesia",positif
inismyname fahnoor sir minister of defense please be minister of defense again in the cabinet of anies government in the future sir when you become minister the president will be jokowi and then anies,positif
madurese people elect anies as president,positif
"tv anies president, not a single indonesian citizen hates him, some people love him, some love him, except for kunyuk konyet and pig.",positif
"if it's still the jokowi era, i'm sorry, sorry, i'm pessimistic that jokowi will dare to issue a perppu confiscating money from corruption, but if anies becomes president, let alone a perppu confiscating corruptors' assets and total impoverishment, it will come true.",positif
"nu cadres invite mr. anies baswedan to become president this year. of the three presidential candidates who can practice the nu amaliyah, only mr. anies baswedan",positif
"preparing for the time when anies becomes president, cebong can't protest hahaha",positif
"uncle, i can't focus anymore, mr. anies is also very relaxed about what happened at that time, under the pretext of protocol, the president, mr. anies, also said casually, it doesn't matter, the important thing is that persija is champion.",positif
"samosir i hope anies becomes president of the republic of indonesia, amen",positif
"now, whoever the president wants, the important thing is, don't be anies, that's just the mindset",positif
mr anies baswedan's id is our president's,positif
today the government coalition party announced prabowo subianto as presidential candidate & airlangga hartarto vice president in the year while other parties agreed with anies baswedan as their presidential candidate. pdip has not yet announced who you think the final pdip candidate will be.,negatif
"the alumni corps organization, kahmi islamic student association, south sulawesi province is still watching and waiting for developments regarding the contestation for the presidential and vice presidential elections in february, but south sulawesi kahmi believes that anies baswedan has",positif
"all indonesian people hope that anies baswedan will be the best leader. we, ralwan papua and west papua, hope that he will be a trustworthy president for our prayer for the peace and blessings of allah be upon him.",positif
my family and i just voted for pa anies as president for a term,positif
"god willing, the president of the republic of indonesia will be mr anies baswedan",positif
"not yet worthy of being president, anies is the best president of indonesia",positif
"the support of indonesian amanat volunteers, anies, presidential candidate aniesbaswedan, is starting to spread to villages in west java. this time, anies volunteers are holding a chat program in the indonesian amanat opung anies village in cicalengka wetan village, cicalengka sub-district.",positif
"anies baswedan, as former chancellor, former minister of education and culture, believes that if god grants him the position of president of the republic of indonesia, the fate of honorary teachers will not be like the current times which are full of uncertainty, and inequality in income should not let teachers be labeled as unsung heroes.",positif
"if you talk about the affairs of the afterlife, you will oppress the people with policies that are pro-capitalist, it's even worse, if you talk about halal and haram, look with your eyes at the reality of what is happening, don't lie to yourself, look at anies president.",negatif
"didu, god willing, mr. anies baswedan will become president of the republic of indonesia, aamiin",positif
"round up the determination of the legislature, the people's representatives, the executive, the people's officers, the president, mr. anies baswedan",positif
"all religious figures from hinduism, christianity, catholicism and islam all support anies, president of the struggle for the republic of indonesia, anies, father of unifying religious communities & children of the nation, he weaves the fabric of nationality, realizing diversity, justice, prosperity, social equality, my dear chotimah",positif
this is definitely anies' fault because he was nominated for president in the election,negatif
"the current regime has many problems, starting from the discourse of postponing elections, extending positions, the recruitment period for pki descendants who may become tni, to appointing acting regional heads and regional heads with nuances, if you want ri to be better dignified, let's vote for anies as president, bro.",negatif
new anies president,positif
"and of course if the country wants to be more valuable than anies, go ahead and reward the president",negatif
romance is the best for you my brother anies rasyid baswedan to president of the republic of indonesia next year,positif
"samosir, my brother's enthusiasm, i hope we accompany anies rasyid baswedan to the throne of president of the republic of indonesia next year and beyond.",positif
how can they not be worried? hopefully allah azza wajalla will make it easy and smooth for a better indonesia.,positif
reward posting free homecoming netizens no longer respect this fix mr anies baswedan will be president bambang hoke shocked israel ria sw tokyo dome magda pak bondan nex carlos afternoon saturday,positif
determined to win anies baswedan in the presidential election in an honest and dignified manner demanding that jokowi's presidential election organizers and state institutions behave and act neutrally during the election event,positif
"madin tweeted yes, it's true, if allah swt wants anies to be president, what can we do?",positif
semarang residents declare their support for anies to become president of the republic of indonesia,positif
these three pastors support anies baswedan to become president of the republic of indonesia,positif
"my suggestion is that currently the presidential and vice presidential candidates, anies, are pairing up, prof. mahfud md, this time",positif
i'm sure anies will become president,positif
"post free homecoming for the community netizens no longer respect this fixed reward, mr anies baswedan will be president",positif
i hope mr. anies is elected president & implements these policies to all indonesian people,positif
anies president together,positif
aljazeerah restaurant gathering for volunteers anies anies president,positif
"so, choose anies, who has the advantage of not being a party official who is the most prominent when he commits to canceling the reclamation against a tycoon and baron, a governor, how is that possible, but in the end he was banned from entering the field when persija won the presidency?",positif
"samosir regional elections should be held so that mr. anies can take part in the competition again. if he becomes governor again, of course mr. anies can't travel around indonesia, hehe. i hope mr. anies is always healthy and he becomes president of the republic of indonesia this year.",negatif
"together with the red base, anies ngawi volunteers visited anieswangi to gain experience from fellow anies supporters, continuing to increase collaboration to ensure victory in the upcoming presidential election.",positif
"yes, anies becoming president would be better",positif
tadpole romance pd roaming around looking for food pa anies president di,positif
these three pastors stated that they were ready to support anies to become president in,positif
"anies baswedan is the solution, god willing, mr. anies, president of the republic of indonesia",positif
greetings for change and improvement for a better indonesia democrat jaya eternal pancasila anies baswedan ahy president and deputy ri in,positif
"regarding reclamation, anies dares to disagree with luhut. let's just pray that if anies becomes president this year, hopefully anies can put the general interests of indonesian society above individual interests, amen.",positif
"god willing, anies baswedan is my choice for president of the republic of indonesia this year",positif
"wait, wananies will be president in the future",positif
can anies and his supporting party issue a law regarding the confiscation of illegally obtained property and a law regarding the use of money in all transactions by the pdk ind no later than the end of the year if anies becomes president of the sd,negatif
"tomorrow the fight will be anies vs prabowo, sane people feel lucky that being one of them has no problems, the point is that we are out of the jahiliyah era, the dark era, at least if we are abroad, our president has self-respect, he is respected, don't expect too much from this one.",positif
"netizens don't respect this fix, mr anies baswedan is going to be president",positif
"hi, jing boro, zero, minus zero, we don't care, what's important is that anies remains president",positif
"masha allah, keep your enthusiasm towards the throne of the president of the republic of indonesia in the year for anies rasyid baswedan and agus harimurti yudhoyono, amen, rabbal, amen.",positif
"it seems like i'm getting closer to seeing that it would be better if in february i just took time off and went on holiday instead of going to the polling stations to pass candidates for people's representatives who are stupid, everyone loses, really who wants to be president, i don't care anymore, i want anies to be the one, so that it will be even more ruined.",negatif
president jokowi keeps shouting as a foreign stooge and is just to cover up our struggle considering that in fact all western countries have expressed support for our struggle in the presidential election anies baswedan kadrun khilafah antithesis nasdem kip kib pdip,positif
"you can imagine that in the future, if pa anies becomes president, he might immediately ask to take over his duties as babinsa",positif
"no wonder the thieves of people's money are afraid that if he becomes president he will become poor, they support and pray for him",positif
samosir i wonder why at the moment i hope anies becomes president of the republic of indonesia aamiinaamiinaamiin,positif
"samosir, i hope anies becomes president of the republic of indonesia, aamiinaamiinaamiin",positif
"that's why the corruptors and accomplices of the oligarchs are really afraid that if anies becomes president, then the case of the corruptors will be investigated again so that the assets resulting from the corruption will be confiscated, which will make it cool.",positif
participants are ready to take part in the musda forkom between the anies baswedan volunteer networks in semarang. the principle is to support and win anies to become president of the republic of indonesia so that this musda forkom can be a remainder for whether the solidarity so far needs to be improved.,positif
"these three pastors stated that they are ready to support anies as president. thank you, mr. anies baswedan, who has helped us all this time, the sedki jakarta pastors through volunteer boti mp funds.",positif
"sambodo is very laah lieuurrr come on, support anies baswedan as the next presidential candidate, don't vote for jokowi again as president, remember that friend",positif
"lira has lost their reputation, they have lost their handsomeness, they have lost their intelligence, they have lost in the eyes of the outside world, they have also lost, they only win when watching videos, god willing, anies will be the next president, aamiin",positif
"civil society has become intelligent, the dpr is an official of the presidential party and also an officer of the kloop party, right? in shaa allah, the intelligent civil society will elect bung anies as president with his guidance and blessing, aamiin",positif
"the key to happiness, the people's choice is pak anies baswedan for president",positif
cool sir great anies president,positif
"it is true that the voice for anies is unstoppable because the people's trust has been entrusted to him. it is time for this country to be led by a true leader who can be trusted in realizing the prosperity of justice for all the people. wes wayahe anies, the president remains enthusiastic",positif
"if i have presidential principles as long as it's not anies, that's fine",negatif
pak anies deserves our support until he is elected president of the republic of indonesia,positif
these three political parties have agreed to support anies baswedan as a presidential candidate. it seems that the formation of a change coalition is partly due to surya paloh's disappointment with mega,positif
"judging from my age, i'm sure that tomorrow prabowopuan will run in a duet for the presidential election tomorrow, anies vs prabowo, if the chosen one will win a lot, ok? if the president has any obstacles, he'll go straight up, mak glundeng",positif
"yes, now until january, jokowi is the president from pebuari to anies, the president is so you can't lick anymore, now you're just a sycophant, it's okay, jokowi knows who you are, namely fleas",positif
"this is the greatness of the real power that anies has, not only people who have interacted with him, but even people who have never known him, his name is mentioned as if there is a magnetic force that says that anies is a figure who has the characteristics of a strong, trusted leader, anies is the president.",positif
these three pastors stated that they were ready to support anies as president,positif
"thank god, it's getting easier for anies to be inaugurated as president of the republic of indonesia",positif
"samosir, it's time for mr. anies to become president. very good answer without emotion and makes sense",positif
"pak anies is indeed a presidential candidate who is sure to win the contest, if he cancels his hosting of the world cup, he also reminds us how persija won.",positif
"i hope mr. anies is the president, the people are sensible and the majority of the people want change through an intelligent and trustworthy leader, namely mr. anies baswedan, amen, rabbalaalamiin",positif
"forget that looking for a true and brave leader is the character of a hypocritical person who likes to look for safety like nasdem, imagine if indonesia is at war with another country, don't anies or nasdem run away like cowards, it's still better if the brave ukrainian president is said to be a comedian.",positif
anies baswedan for president ri,negatif
"whatever the title, anies president",negatif
"it's really crazy that the political pattern before the election, the blunders committed by this presidential candidate, of course reduced electability, bro, there was anies who made a blunder on imb in plumpang, there was a rk who made a blunder about language with netizens, now the reward for the blunder is rejecting israel. let's see who's next.",positif
"drun is afraid, you think anies won by campaigning in the mosque, you think drun anies is the president, dare you to go back to yemen, all drun lost, the president is not a native indonesian, he is just a descendant, why am i afraid, the voters are the most kadrun of all the descendants of the nation",positif
"god willing, our president will be mr. anies baswedan",positif
"masha allah, mr. anies, it turns out that slander cannot stem the people's love for him. cool, i hope god allows him to become president, amen.",positif
huruhut if anies becomes president what will you become?,negatif
"a group of people hurt because their champions were bullied and their supporters left anies baswedan, this year's president needs change, not a successor",negatif
"god willing, our president will be mr. anies baswedan, amen",positif
"cool, the words of wisdom are the same as those of yohanies supporters. continue, i hope anies becomes president",positif
just a hoax elobuzzer laknatullah stupid chinese pig you stupid buzzerbang anies stay silent and focus on the president i'm proud of the guabuzzer candidate since the reward for rejecting israel his post is super stupid it's a hoax,negatif
"ichsan hehehe, god willing, the next president of the republic of indonesia, pak anies baswedan",positif
survey of jakarta residents elects anies baswedan as president,negatif
yaaay anies president,negatif
the pro-palestinian reward is clearly a very islamic reward. let our gang choose the reward to be president because he defends palestine firmly.,positif
bravo anies baswedan the real president of the republic of indonesia is the best,positif
"the hopes of young indonesian footballers have been shattered. next, don't this country and whoever becomes president, the important thing is not anies baswedan.",positif
"anies and reward the palestinian presidential candidate, indonesian presidential candidate pak prabowo",positif
god willing,positif
"rohadi is grateful for the patience of anies, god shows that he will be elected as president of the republic of indonesia",positif
"if i were mr anies baswedan, i would still be the best, the indonesian president wants change",positif
"yes, i also support anies as president of bc before century, uncle bieb",positif
"sir, being president of the palestinian national team is more suitable if anies is also president of yemen and both of them are at sea in",negatif
"in the heat of the moment, anies becomes president. there are various ways to slander him, don't be surprised where it goes if you don't pay people like this, what are your descendants, are they frogs or pigs or dogs? look at the facts.",negatif
"rckls, let's support anies baswedan as president of the republic of indonesia",positif
results of the latest electability survey of indonesian presidential candidates airlangga hartarto prabowo subianto anies baswedan ganjar pranowo puan maharani,negatif
"i'm back, amen, lord, may allah swt make it easy for mr. anies and mrs. khofifah ip to become president and vice president of the republic of indonesia",positif
"pak anies, i hope that whoever is elected as president, prof. mahfud md will still be the coordinating minister for law and human rights, this is the kind of person our country needs.",positif
"agever has something to do with arab descendants, obviously anies is a citizen and i will elect anies as president of the republic of indonesia in elementary school",negatif
the presidential palace area must act as it is not homework for president anies baswedan,negatif
there was an air of anies' desire to restore the existence of fpi and hti when he succeeded in becoming president in the election,positif
"it's clear that anies is like that, president",positif
"sane facts, anies is of yemeni descent, the indonesian presidential election must be a native indonesian, remember native indonesians or indigenous people, don't vote for yemenis nasdrun observers",negatif
"it doesn't have to be a year after anies is president, the case can be revealed, it's just the people's job to vote for anies in the presidential election for the sake of indonesia being good again, the people monitor",positif
"lele, there are still many cases of kanjuruhn, the worst, the best, the best rock during the aniesbaswed era, and hopefully indonesia will progress further, president anies is a right and good step",positif
"don't worry, you can play again if mr. anies is president. if the president reads comics, don't ask for solutions until he's satisfied",positif
"pssssssttttttttt don't do it like that, it doesn't reach your brain, they're just the ones who are light, for example, anies is the best governor if the presidential candidate is a master of change, even though it's a lie",positif
"this dilapidated regime is becoming more and more obvious. in order to save yourself, anies has taken various methods. hopefully you will become president in the future, amen.",positif
"ichsan is still basically anies for president, keep going bro",negatif
i agree and i choose anies' ambition to be president over anything else as simple as that,positif
congratulations to anies baswedan who has definitely been elected president of indonesia,positif
situmora habang anies baswedan is one of the indonesian geniuses who has made indonesia proud on the international stage. anies baswedan is a wni which stands for indonesian citizen.,positif
"discussing anies' victory in the presidential election, perannu and the pks president held a meeting",negatif
"so the president should not reward prabowo, let alone anies",negatif
"indo barometer released the results of a survey on the electability of potential presidential candidates in the election. the results were that the governor of central java, ganjar pranowo, was in first place, followed by the minister of defense, minister of defense, prabowo subianto and former governor of dki, anies baswedan.",positif
"if it's too far, i'll definitely choose anies as president this year",positif
"didu, when a leader's morals show, his true character is patient, mr. anies. may your destiny be to become president, replacing an anti-islamic regime",positif
i'm still alive and i support the presidential process of mr. anies baswedan al jawi,positif
"sorry, i'm hereby transferring support to mr. anies for president of the republic of indonesia to please if you don't agree",positif
"it's true, jare koncoku mbiyen, pak ganjar apik wonge, but he's not yet qualified to be president of indonesia to replace pak jokowi and he'll be found out early. there's still lots of others. anies won't give up, make sure golputtoh, whoever is president, won't affect my life.",positif
"the democratic party's dpp emphasized that regarding the issue of vice presidential candidate anies baswedan's running mate in the presidential election race, it is clear, namely as already in the agreement in the coalition for matters",positif
ak anies baswedan president of the republic of indonesia,negatif
"i'm just kidding, you're sorry bro, i'm unfollowing ig tweet and fb, this is my form of support for the younger players, official supporters of garuda pssi and president jokowi, greetings for gp, you don't have to run for president, it's useless to vote under pak prabowo and aniesklo you pass",positif
"samosir, may allah taala give anies baswedan the mandate to lead this country to become president of the republic of indonesia in the future, amen.",negatif
"anies is not the regional head anymore, that has something to do with the plans for the location of the competition, bali governor, central java governor, it's normal that he still holds the position, apparently denny still hopes that anies will be the leader of this country so that he can be bullied. pray that anies will be the president, so you can bully anies every day.",negatif
"ahh, i usually invite you to know that anies will be silent because if you comment, your voice will be at stake, like displacing the riverbanks in jakarta, anies doesn't have the courage, he has the desire to be president, if he is rewarded, he doesn't care about being president, or he doesn't care about people who have the desire to be in power, there is a hadith in this",positif
"bismillah, together with nu, let's unite towards a progressive, peaceful, just and prosperous indonesia, anies president ri",positif
"canceled his support for becoming president, doctor tifa suggested that anies start a party first to fight from scratch so it wouldn't be dictated to",positif
"samosir anies has proven during his years leading jakarta that anies cannot be controlled by the oligarchy. anies is not a party official. anies is not controlled by foreigners. so elect anies baswedan as president of the republic of indonesia, ok, uncle.",negatif
"that's true what papiies said, if human resources are actually just an object, so this year the nomenclature of human resources must be reevaluated by the elected president or returned to the beginning, namely the ministry of agriculture of the republic of indonesia",positif
"yes, ma'am, support mr. anies for the same, it's okay, god willing, mr. anies will have a period and hopefully there will be a destiny from allah swt for mr. anies to become president of the republic of indonesia",positif
"it doesn't fit, brother, it's all not true, the version of the cebong's mindset, stupid, stupid, dirty, dirty, dirty, snoring, really stupid",negatif
anies for prabowo let him be recorded in history in memory of the presidential candidate who never became president wassalam,negatif
"estimates of the contents of the government in ps vice president anies ap gp, everyone is included in this new regime, rt the tweet first so it won't be thought of as pro-pro because up to this moment we still don't have a choice.",negatif
"thank you because this video makes it clear that anies is a person whose origins are clear, alhamdllh, from the descendants of good people, suitable to replace the current president, next year pa anies will be the president.",positif
"we must be grateful and grateful because with this video it becomes clear that pa anies is a person whose origins are clear, alhamdllh, from the descendants of good people, suitable to replace the current president, next year pa anies will be the president.",positif
"god willing, mr. anies baswedan will be the president of the republic of indonesia",positif
i'm a javanese who likes to elect mr. anies as president,positif
"later this year, my noble president, mr. anies baswedan, who really cares about palestinian children like the world's great president, mr. erdogan.",positif
"it's better if you think again from the past, president wong jowo, bae, i'm not bored, why do i want the president of urang sunda, anies was born in kuningan sunda, free choice, democracy, bro, sorry, i support anies.",positif
the majority of workers support anies baswedan as president,positif
"anies again uses issues of identity and religion in the presidential election, ahmad dhani, curacao indonesia, olivia president jokowi va bca, pdip delinquency, fifa cup coil",negatif
"smart people need to talk to each other first, why is anies being led into this kind of thing when the president is inaugurated?",positif
"discuss anies' victory in the presidential election, perannu and the pks president held an important meeting with perannu in which there were nu figures, nu activists, nu cadres and nu citizens together with anies and the change coalition to neutralize such accusations.",negatif
"hundreds of people participated today in north jakarta's safe army, anies baswedan's declaration and the president. there were at least hundreds of people who attended the declaration. they were united in wearing white clothes with the words laskar pemuda anies.",positif
"i hope prabowo will be given good health so he can be present to witness when mr anies is inaugurated as president of the republic of indonesia, god willing.",positif
"later, don't make the wrong choice, choose anies for palestine as president",positif
young figures and minority figures declared themselves to support the president of the republic of indonesia. young catholic figures such as ervanus tou believe that anies is a leader capable of creating equality and equality of rights and social justice for all indonesian people.,positif
i support the president and you continue to be cool with the minister of defense helping mr anies,positif
i will support anies baswedan for president of the republic of indonesia to save the nation,positif
"only anies doesn't refuse, let's make anies president of the republic of indonesia in",positif
"idha, let anies remain strong as a bully forever and become the next president",positif
"samosir kerennn remains enthusiastic in his time, anies, president, leader, choice of voice of conscience of the people, wayahe wayahewayahe",positif
president anies' north jakarta safe laskar declaration was followed by various religious backgrounds,positif
"ready to reward pranowo, president, amen, pdip costs ahmad dhani dita, fifa, israel, curacao, anies bawaslu",positif
"barokalloh, mr. anies, the more attempts to prevent the president, the smoother he will be with you and your supporters.",positif
ahok's curse didn't work on anies because anies became president,negatif
"joining a coalition party for change is not taboo, which is strange when there is a request for conditions to be allocated strategic seats compared to the coalition party itself, volunteers must be careful not to let the spirit of the coalition for change get out of line, close the ranks of the people's chosen president, anies.",positif
laskar aman north jakarta officially declares anies baswedan as president of indonesia,negatif
"it's crazy, yes, i can still smile broadly, even though i have to be fired, but i still love it, in the future, god willing, in the era of president anies, god willing, i will be able to enforce the law correctly and fairly, the law enforcers will definitely be re-selected, looking for the best",positif
"yes, we have supported anies baswedan. if the gp is considered a blunder and is not jokowi's choice, long live anies baswedan, the president chosen by all indonesians. come on, those who love the republic of indonesia, let's vote for anies baswedan in the upcoming presidential election. keep up the spirit.",positif
"tweet ok, we've supported anies baswedan. if gp is deemed a blunder and not jokowi's choice, long live anies baswedan, the president chosen by all indonesians. come on, those who love the republic of indonesia, let's vote for anies baswedan in the upcoming presidential election. keep up the spirit.",positif
"hhh, maybe they are too ambitious in hoping that anies will become president of the republic of indonesia, as every human being has different characteristics and ways of supporting a candidate for leadership. i personally respect your honesty and it is your right to always enlighten and intelligently educate your fellow citizens and not fool the public.",positif
"anies is not an official, he is not a political observer, he is not a sports observer. anies is already an ordinary person. if you want to know anies' stance on israel, support him as president of the republic of indonesia.",positif
"lira hahaha you bastard, you are getting more and more afraid every day if mr. anies baswedan, god willing, is elected as president of the republic of indonesia, aamiin",positif
"followed by hundreds of people today, the north jakarta safe army declared president anies baswedan",positif
"support for mas continues to flow. this time, online motorcycle taxi drivers support him to become president of the republic of indonesia, mas anies, success in jakarta for indonesia, sir election volunteer, happy",positif
"there's no need for drama, there's no need for fifa fivo change party no pdx change president yes anies",negatif
agever will definitely choose bung anies as president,positif
sane life anies for president ri,negatif
"instead of just blasphemous comments, it's better to keep quiet. anies is smart and will be our president",positif
"achmadi said that the top reward is the survey results ordered by oligarchs. let's just look at the presidential election between anies, who was chosen by people with common sense vs. the reward ordered by oligarchs. i'm sure indonesia will have the best president to change this nation to be better than abw.",positif
"new ahoker and cebong don't have weapons anymore, they don't want to use any methods, let alone confusion other than slander and making hoax narratives, just accept it, bong anies, next president",negatif
"it is very clear that the lineage is anies, the president of indonesia",positif
"ri i hope that mr anies baswedan will become president of the republic of indonesia and the bawaslukpu officials and other officials will go to jail, god grant my and the people's prayers",positif
"the voice of the workers, the voice of the people, wants indonesia to change. big hopes for mr. president, i hope mr. anies is able to make this country a country of social justice for all indonesian people.",positif
"i just found out that this descendant of the great man anies is suitable to be our president, hush",positif
"my opinion, which i have tweeted several times, is that anies is most suitable to become president amidst the threat of world war iii which has the potential to spread to the asia pacific, but seeing this photo makes me sad. i will check the tide with the comments that come in.",negatif
may anies become president of indonesia. our respectful greetings to the ulama,positif
i hope mr. anies baswedan will become president,positif
what's the benefit of taking care of mr anies' family for president? what's the benefit of looking after the boss?,positif
don't just wait a moment after mr. anies' inauguration as president of the republic of indonesia,negatif
"wkwkwkwklhahanies, the governor is not the president, but why is he still interfering in ganjar cs's stupidity, good luck with ganjar, hahahaa",positif
"marm and now mr. anies wants to become a presidential candidate, it's getting even more chaotic for the ebong",negatif
"anies baswedan is a good and complete person. god willing, he will be elected as president to lead the republic of indonesia to become a strong, just and prosperous indonesia, amen.",positif
chotimah extraordinaryanies for president no doubt,negatif
i still vote for mr. anies baswedan to be the next president of indonesia if the dajjal doesn't come down.,negatif
in fact anies is president,negatif
chairman of the dpp prosperous justice party pks mardani ali sera responded to the news that vice president ri jusuf kalla jk proposed a certain figure to accompany anies baswedan in the presidential election,positif
"mr. anies baswedan, god willing, will be president of the republic of indonesia for a long time, amen, rabbal alaminn",positif
"lira god willing, president",positif
"yowis president, let mr anies do it instead of taking responsibility",negatif
"anies' life, the hero's grandson becomes the people's president, it's ready, okay",positif
"thank god, because of my tweet, you stopped by my stall, thank you",positif
"iiinath, thank god, my tweet made you stop by at my site, thank you, i hope you",positif
"in personal attacks, the proof is that mr. anies is not really a gaskeun figure until mr. anies baswedan becomes the future president of the republic of indonesia.",negatif
anies' childhood friend intended to support prabowo to become president but felt sad seeing this photo,negatif
